,pitch,velocity,start,end,duration,velocity_quantized,start_quantized,end_quantized
479,65,58,39.654545454545456,39.72954545454545,0.07499999999999574,60,39.650000000000006,39.75
480,62,50,39.79772727272727,39.87045454545454,0.07272727272727053,50,39.800000000000004,39.85
481,77,75,39.89090909090909,39.92727272727272,0.03636363636363171,75,39.900000000000006,39.95
482,57,58,39.902272727272724,39.96818181818182,0.06590909090909491,60,39.900000000000006,39.95
483,62,47,40.05227272727272,40.10681818181818,0.054545454545454675,45,40.050000000000004,40.1
484,81,67,40.14545454545454,40.18863636363636,0.04318181818182154,65,40.150000000000006,40.2
485,65,49,40.15,40.21818181818182,0.06818181818182012,50,40.150000000000006,40.2
486,80,75,40.20681818181818,40.29772727272727,0.09090909090909349,75,40.2,40.300000000000004
487,62,52,40.24772727272727,40.375,0.1272727272727323,50,40.25,40.400000000000006
488,81,71,40.29545454545455,40.55227272727272,0.2568181818181756,70,40.300000000000004,40.550000000000004
489,57,54,40.4,40.51590909090909,0.11590909090909207,55,40.400000000000006,40.5
490,62,58,40.538636363636364,40.61818181818182,0.07954545454545325,60,40.550000000000004,40.6
491,64,62,40.64090909090909,40.75681818181818,0.11590909090909207,60,40.650000000000006,40.75
492,62,53,40.78636363636363,40.877272727272725,0.09090909090909349,55,40.800000000000004,40.900000000000006
493,69,79,40.88636363636363,40.925,0.038636363636364024,80,40.900000000000006,40.900000000000006
494,57,56,40.902272727272724,41.00909090909091,0.10681818181818414,55,40.900000000000006,41
495,62,55,41.05,41.10909090909091,0.05909090909091219,55,41.050000000000004,41.1
496,72,90,41.13636363636363,41.19318181818181,0.05681818181817988,90,41.150000000000006,41.2
497,64,59,41.14545454545454,41.23181818181818,0.08636363636363598,60,41.150000000000006,41.25
498,60,50,41.288636363636364,41.38636363636363,0.09772727272726911,50,41.300000000000004,41.400000000000006
499,76,87,41.38863636363636,41.43636363636364,0.04772727272727906,85,41.400000000000006,41.45
500,57,68,41.39090909090909,41.49090909090909,0.10000000000000142,70,41.400000000000006,41.5
501,60,52,41.50681818181818,41.595454545454544,0.08863636363636118,50,41.5,41.6
